Site,URL,Title,Author,Date,Word Count,Reading Time,Images Count,Links Count
https://www.cbsnews.com,https://www.cbsnews.com/news/judge-james-comey-indictment-confusion-trump/,"Judge who reviewed James Comey's indictment was confused by prosecutor's handling of case, transcript shows","ByJacob  Rosen,Jacob  RosenJustice Department ReporterJake Rosen is a reporter covering the Department of Justice. He was previously a campaign digital reporter covering President Trump's 2024 campaign and also served as an associate producer for ""Face the Nation with Margaret Brennan,"" where he worked with Brennan for two years on the broadcast. Rosen has been a producer for several CBS News podcasts, including ""The Takeout,"" ""The Debrief"" and ""Agent of Betrayal: The Double Life of Robert Hanssen.""Read Full BioJacob  Rosen,Joe  WalshJoe  WalshSenior Editor, PoliticsJoe Walsh is a senior editor for digital politics at CBS News. Joe previously covered breaking news for Forbes and local news in Boston.Read Full BioJoe  Walsh",2025-09-26T21:11:00-0400,926,4,6,21
https://www.cnbc.com,https://www.cnbc.com/pro/news/,Pro News and Analysis,,,0,1,10,164
https://www.cnn.com,https://www.cnn.com/2025/09/26/politics/government-shutdown-september-2025-explained,The federal government could shut down soon. Here’s what you need to know,Tami Luhby,2025-09-26T22:52:11.650Z,1651,8,3,18
https://www.cnn.com,https://www.cnn.com/2025/09/26/business/refunds-amazon-prime-settlement-explained,Here’s how to get a refund from the historic Amazon Prime settlement,Auzinea Bacon,2025-09-26T17:18:23.067Z,591,2,1,7
https://www.cnn.com,https://www.cnn.com/2025/09/28/politics/congressional-leaders-to-meet-with-trump-at-white-house-as-government-shutdown-looms,GOP leaders say they will not give into Democratic demands on funding bill as government shutdown looms,Camila DeChalus,2025-09-28T17:00:36.333Z,545,2,1,3
https://www.nbcnews.com,https://www.nbcnews.com/news/weather,Weather,,,0,1,31,116
https://www.nbcnews.com,https://www.nbcnews.com/news/nbc-news-now-live-audio-listen-live-news-audio-day-rcna70163,NBC News NOW Live Audio,,2023-02-16T17:34:25.330Z,69,1,1,6
https://www.nbcnews.com,https://www.nbcnews.com/news/us-news/live-blog/michigan-church-shooting-live-updates-rcna234221,"Live Updates: Church attack leaves 2 dead, 8 injured; suspect killed in shooting",,2025-09-28T19:30:05.206Z,1682,8,55,93
https://www.npr.org,https://www.npr.org/sections/news/,News,,"September 28, 2025 •",86,1,1,2
https://www.npr.org,https://gothamist.com/news/mayor-adams-to-drop-out-of-nyc-mayoral-race-following-scandal-plagued-tenure-at-city-hall,Mayor Adams drops out of NYC mayoral race following scandal-plagued tenure at City Hall,"ByElizabeth KimPublished Sep 28, 2025 at 1:19 p.m. ETModified Sep 28, 2025 at 2:44 p.m. ET",,883,4,0,4
https://www.npr.org,https://alaskapublic.org/news/environment/2025-09-25/meet-the-superfans-going-wild-for-alaskas-fattest-bears,Meet the superfans going wild for Alaska’s fattest bears,,,997,4,4,12
https://www.propublica.org,https://www.propublica.org/article/fema-aid-hurricane-helene-income-disparities,Arduous and Unequal: The Fight to Get FEMA Housing Assistance After Helene,,"Sept. 27, 2025, 5:10 a.m. EDT",4264,21,21,23
https://www.propublica.org,https://www.propublica.org/article/rebuilding-after-hurricane-helene-north-carolina,This Family Will Return Home After Helene. Their Onerous Journey to Rebuild Shows Why Many Others Won’t.,,"Sept. 27, 2025, 5:05 a.m. EDT",534,2,1,3
https://www.propublica.org,https://www.propublica.org/article/ice-officer-shoves-woman-till-eckert,I Filmed the ICE Officer Who Shoved a Woman to the Floor Inside a New York Courthouse,,"Sept. 26, 2025, 7:20 p.m. EDT",658,3,2,9
https://www.semafor.com,https://www.semafor.com/article/09/28/2025/un-reimposes-sanctions-on-iran-deepening-economic-pressure,"UN reimposes sanctions on Iran, deepening economic isolation",,,103,1,0,5
https://www.semafor.com,https://www.semafor.com/article/09/26/2025/how-brian-niccol-brewed-his-back-to-starbucks-strategy,How Brian Niccol brewed his ‘Back to Starbucks’ strategy,,,1664,8,2,4
https://www.semafor.com,https://www.semafor.com/article/09/26/2025/republicans-replicate-their-anti-harris-tactics-against-spanberger-and-sherrill,View /Republicans replicate their anti-Harris tactics against Spanberger and Sherrill,,,806,4,2,14
https://www.usatoday.com,https://www.usatoday.com/story/news/investigations/2025/05/06/untested-podcast-rape-kit-backlog-serial-sex-offender/83459004007/,Untested: Free podcast takes listeners inside a detective's hunt for a sexual predator,,,561,2,0,12
https://www.usatoday.com,https://www.usatoday.com/news/nation/,U.S. News,,,0,1,30,128
https://www.usatoday.com,https://www.usatoday.com/news/politics/,Politics,,,0,1,35,127
https://www.yahoo.com,https://www.yahoo.com/sports/article/conor-mcgregor-negotiating-united-states-170844843.html,Conor McGregor ‘negotiating with the United States of America’ for $100 million White House fight purse,"Ryan HarknessSun, September 28, 2025 at 5:08 PM UTC·2 min read",2025-09-28T17:08:44.000Z,415,2,3,6
https://www.yahoo.com,https://www.yahoo.com/news/articles/one-dead-nine-injured-shooting-174229689.html,"One dead and nine injured in shooting and fire at Michigan church, say police",,2025-09-28T17:42:29.000Z,278,1,2,3
https://www.yahoo.com,https://www.yahoo.com/news/articles/police-deadly-shooting-north-carolina-162833231.html,Police: Deadly shooting in North Carolina was ‘highly premeditated’ and location was ‘targeted’,,2025-09-28T16:28:33.000Z,377,1,3,7
https://www.bbc.com,https://www.bbc.com/travel/article/20250925-the-cool-camino-why-hikers-are-heading-north,The 'cool Camino': Why hikers are heading north,,2025-09-28T13:01:09.143Z,1451,7,10,27
https://www.bbc.com,https://www.bbc.com/travel/article/20250922-the-best-countries-for-expats-in-2025,The best countries for expats in 2025,,2025-09-23T13:00:00.000Z,1678,8,12,27
https://www.bbc.com,https://www.bbc.com/culture/article/20250619-the-best-books-of-2025,Flashlight to Katabasis: 18 of the best books of the year so far,,2025-09-25T10:34:49.674Z,2677,13,14,44
https://www.csmonitor.com,https://www.csmonitor.com/USA/Politics/2025/0926/comey-indictment-trump-weaponization,"With Comey indictment, Trump shatters norms of US justice system",ByLinda FeldmannWashington Bureau Chief@linda_feldmann,"September 27, 2025",1632,8,9,29
https://www.csmonitor.com,https://www.csmonitor.com/World/Asia-South-Central/2025/0926/bhutan-happiness-rich-experiment,"Seeking growth, Buddhist Bhutan experiments with ‘mindful capitalism’",BySushmita PathakContributor@sushmitza,"September 27, 2025",1495,7,9,16
https://www.csmonitor.com,https://www.csmonitor.com/World/Europe/2025/0928/france-clichy-bouna-zyed-police-race-immigrant,"Two boys died after they ran from police. 20 years later, this Paris suburb is still healing.",ByColette DavidsonSpecial correspondent@kolet_ink,"September 27, 2025",4022,20,18,18
https://www.forbes.com,https://www.forbes.com/sites/forbesstaff/article/tips-and-confidential-sources/,Tips And Confidential Sources,,,587,2,0,8
https://www.forbes.com,https://www.forbes.com/sites/forbesvideo/article/innovation-rules/,Innovation Rules,,,60,1,0,0
https://www.forbes.com,https://www.forbes.com/sites/forbes-personal-shopper/article/nordstrom-promo-codes/,"The Best Nordstrom Promo Codes And Deals: Up To 80% Off Hoka, Barbour And More",,"Sep 24, 2025, 07:07pm EDT",802,4,3,25
https://www.thehill.com,https://www.thehill.com/news/,Just In,,,0,1,1,0
https://www.marketwatch.com,https://www.marketwatch.com/story/shutdown-looms-with-neither-side-budging-ahead-of-crucial-meeting-at-the-white-house-on-monday-11c39fcb?mod=home_ln,No title found,,2025-09-28T19:25:00.000Z,0,1,5,54
https://www.marketwatch.com,https://www.marketwatch.com/story/my-brother-in-laws-19-000-truck-loan-was-written-off-but-the-irs-charged-him-3-300-in-taxes-this-seems-unfair-f09f6d6c?mod=home_ln,No title found,,2025-09-28T19:22:00.000Z,0,1,6,71
https://www.marketwatch.com,https://www.marketwatch.com/story/tesla-is-about-to-show-a-snapshot-of-its-global-sales-is-recent-optimism-deserved-329dc13c?mod=home_ln,No title found,,2025-09-28T19:06:00.000Z,0,1,5,57
https://www.thedispatch.com,https://thedispatch.com/article/interview-show-podcast/,"Everyone Has an Interview Show, But Nobody Interviews",,1758941100,1646,8,2,34
https://www.thedispatch.com,https://thedispatch.com/article/amtrak-train-scenery-america/,Where to Find the Romance of America,,1758941100,1759,8,2,9
https://www.thedispatch.com,https://thedispatch.com/article/sokolov-piano-salzburg/,A Peculiar Greatness,,1758941100,1526,7,2,11
https://www.theepochtimes.com,https://www.theepochtimes.com/article/exclusive-eric-trump-recounts-relentless-attacks-on-father-family-5920983,"Exclusive: Eric Trump Recounts Relentless Attacks on Father, Family",,2025-09-27,0,1,16,22
https://www.theepochtimes.com,https://www.theepochtimes.com/article/exclusive-eric-trump-recounts-relentless-attacks-on-father-family-5920983?cmt=1,"Exclusive: Eric Trump Recounts Relentless Attacks on Father, Family",,2025-09-27,0,1,16,22
https://www.theepochtimes.com,https://www.theepochtimes.com/article/how-social-media-is-warping-peoples-relationship-with-violence-5920280,How Social Media Is Warping People’s Relationship With Violence,,2025-09-26,115,1,1,9
https://www.realclearpolitics.com,https://www.msnbc.com/news/news-analysis/democrats-shutdown-trump-rescissions-spending-rcna233554,Republicans guaranteed a shutdown this fall when they sided with Trump,,2025-09-27T10:00:41.000Z,865,4,1,7
https://www.realclearpolitics.com,https://www.msn.com/en-us/news/politics/comey-case-raises-question-of-who-are-trump-s-next-political-targets/ar-AA1Nsfgs,No title found,,,0,1,0,0
https://www.washingtonexaminer.com,https://www.washingtonexaminer.com/section/news/,News,,2025-09-28T14:57:09-04:00,0,1,3,112
https://www.washingtonexaminer.com,https://www.washingtonexaminer.com/section/news/white-house/,White House,,2025-09-28T14:36:46-04:00,0,1,3,113
https://www.zerohedge.com,https://www.zerohedge.com/news/2025-09-27/prelude-second-civil-war,Prelude To A Second Civil War?,,,914,4,5,14
https://www.zerohedge.com,https://www.zerohedge.com/news/2025-09-26/inversion-language-war-peace-ignorance-strength-and-way-i-am-striking-your-motion,"""War Is Peace, Ignorance is Strength and (By the Way) I am Striking Your Motion from the Record”",,,1279,6,3,13
https://www.zerohedge.com,https://www.zerohedge.com/news/2025-09-27/tsunami-capital-about-move-gold,A Tsunami of Capital Is About to Move Into Gold,,,503,2,3,2
https://www.blazemedia.com,https://www.theblaze.com/news/,News,,,19,1,1,4
https://www.blazemedia.com,https://www.blazemedia.com/news/,News,,,19,1,1,4
https://www.blazemedia.com,https://www.theblaze.com/news/video-3-dead-multiple-victims-injured-in-north-carolina-mass-shooting-suspect-reportedly-flees-by-boat,"VIDEO: 3 dead, multiple victims injured in North Carolina mass shooting; suspect reportedly flees by boat",Blaze News,,6,1,1,0
https://www.breitbart.com,https://www.breitbart.com/news/,THE WIRES,,2025-09-28T12:27:28Z,12,1,1,1
https://www.breitbart.com,https://www.breitbart.com/news/the-taliban-release-a-us-citizen-from-afghan-prison/,The Taliban release a US citizen from Afghan prison,,2025-09-28T10:40:29Z,195,1,0,2
https://www.breitbart.com,https://www.breitbart.com/news/source/ap/,THE WIRES,,2025-09-28T11:40:53Z,19,1,1,1
https://www.cbn.com,https://www.cbn.com/article/spiritual-disciplines/demi-leigh-tebow-helps-women-walk-boldly-gods-truth,Demi-Leigh Tebow Helps Women Walk Boldly in God’s Truth,,,2,1,1,1
https://www.cbn.com,https://www.cbn.com/article/prayer/enemy-kept-targeting-her-god-restored,"The Enemy Kept Targeting Her, But God Restored",,,2,1,1,1
https://www.cbn.com,https://www.cbn.com/article/operation-blessing/cursed-and-rejected-just-cup-water,Cursed and Rejected… Just for a Cup of Water,,,2,1,1,1
https://www.dailymail.co.uk,https://www.dailymail.co.uk/news/us/index.html,US News,,,0,1,330,456
https://www.dailymail.co.uk,https://www.dailymail.co.uk/news/royals/index.html,Royal Family,,,0,1,155,428
https://www.dailymail.co.uk,https://www.dailymail.co.uk/news/canada/index.html,Canada,,,0,1,508,680
https://www.foxnews.com,https://www.foxnews.com/story/where-in-the-world-is-fox,Where in the World is FOX?,,2011-03-01T17:59:00-05:00,923,4,0,1
https://www.foxnews.com,https://www.foxnews.com/story/foxnews-com-rss-feeds,FOXNews.com RSS Feeds,,2007-11-09T09:52:22-05:00,483,2,0,14
